,Student ID,Username,Grade,Grade percent,Упражнение 1: Упражнение,Упражнение 2: Упражнение,Упражнение 3: Упражнение,Упражнение 4: Упражнение,Упражнение 5: Упражнение (программирование),Упражнение 6: Упражнение (без программирования),Упражнение 7: Упражнение,Упражнение (Avg),Cohort Name,Enrollment Track,Verification Status,Certificate Eligible,Certificate Delivered,Certificate Type,Enrollment Status
32,3053569,User_32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
33,3053481,User_33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
34,3052570,User_34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
35,3053477,User_35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
36,3052565,User_36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
37,2121723,User_37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
38,1597738,User_38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
39,3052127,User_39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
40,3052560,User_40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
41,3053470,User_41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
42,1535670,User_42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
43,3052122,User_43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
44,3052556,User_44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
45,355677,User_45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
46,2228235,User_46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
47,953611,User_47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
48,2349546,User_48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
49,2703108,User_49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
50,3052551,User_50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
51,1432105,User_51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
52,3046354,User_52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
53,3053566,User_53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
54,574049,User_54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
55,359690,User_55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
56,2887468,User_56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
57,3053465,User_57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
58,3053418,User_58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
59,3053563,User_59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
60,1497896,User_60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
61,2970370,User_61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
62,3030629,User_62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
63,3052117,User_63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
64,3053174,User_64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
65,1499406,User_65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
66,3052113,User_66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
67,3053169,User_67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
68,3053560,User_68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
69,372737,User_69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
70,3053413,User_70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
71,2947249,User_71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
72,2308761,User_72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
73,3053460,User_73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
74,1012864,User_74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Группа по умолчанию,honor,,N,N,,enrolled
75,3053455,User_75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
76,354397,User_76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
77,3052540,User_77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
78,3053450,User_78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
79,3053408,User_79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
80,1906823,User_80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
81,1541190,User_81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
82,3053163,User_82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
83,3057772,User_83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
84,3053447,User_84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
85,3053159,User_85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
86,615352,User_86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
87,2029408,User_87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
88,3053441,User_88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
89,3052532,User_89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
90,3053153,User_90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
91,3053436,User_91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
92,2033302,User_92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
93,354157,User_93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
94,354181,User_94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
95,3053148,User_95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
96,3052527,User_96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
97,2183877,User_97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
98,3053431,User_98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
99,2349285,User_99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
100,3053403,User_100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
101,2674526,User_101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
102,361938,User_102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
103,2349258,User_103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
104,3053424,User_104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
105,1300005,User_105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
106,1453794,User_106,0.95,95.0,1.0,1.0,0.555555555556,1.0,0.0,0.75,1.0,0.95,Группа по умолчанию,honor,,N,N,,enrolled
107,3052107,User_107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
108,2924435,User_108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
109,3053143,User_109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
110,381185,User_110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
111,748615,User_111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
112,3052522,User_112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
113,2409231,User_113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
114,3053138,User_114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
115,3053420,User_115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
116,3053134,User_116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
117,3053612,User_117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
118,3052517,User_118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
119,3053129,User_119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
120,3053415,User_120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
121,3052512,User_121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
122,3053123,User_122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
123,3053409,User_123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
124,357466,User_124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
125,2280786,User_125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
126,2799167,User_126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
127,252552,User_127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
128,3053173,User_128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
129,1320610,User_129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
130,995554,User_130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
131,3053404,User_131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
132,3053168,User_132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
133,1524835,User_133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
134,3053400,User_134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
135,3053393,User_135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
136,3052255,User_136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
137,3053396,User_137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
138,3052507,User_138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
139,3053119,User_139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
140,3052250,User_140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
141,3053391,User_141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
142,2885115,User_142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
143,3053387,User_143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
144,3053380,User_144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
145,3052246,User_145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
146,1369607,User_146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
147,3053375,User_147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
148,3053112,User_148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
149,3052241,User_149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
150,3053370,User_150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
151,3052501,User_151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
152,3052236,User_152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
153,2812952,User_153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
154,3053556,User_154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
155,3052230,User_155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
156,3052497,User_156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
157,3053364,User_157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
158,3053107,User_158,1.0,100.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,honor,,N,N,,enrolled
159,3053165,User_159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
160,3052226,User_160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
161,3052493,User_161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Группа по умолчанию,honor,,N,N,,enrolled
162,3053102,User_162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
163,3052102,User_163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
164,3052222,User_164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
165,3053382,User_165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
166,1977659,User_166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
167,86648,User_167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
168,2349267,User_168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
169,3052097,User_169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
170,368643,User_170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
171,2124219,User_171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
172,3053097,User_172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
173,1535965,User_173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
174,2623475,User_174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
175,2349234,User_175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
176,353186,User_176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
177,2406090,User_177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
178,3053091,User_178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
179,344313,User_179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
180,3052215,User_180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
181,3053359,User_181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
182,1588327,User_182,1.0,100.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,honor,,N,N,,enrolled
183,1907735,User_183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
184,3052456,User_184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
185,1498119,User_185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
186,1456172,User_186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
187,3041064,User_187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
188,3053085,User_188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
189,2702563,User_189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
190,124231,User_190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
191,3053080,User_191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
192,469101,User_192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
193,3053419,User_193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
194,381200,User_194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
195,1255603,User_195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Группа по умолчанию,honor,,N,N,,enrolled
196,3052488,User_196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
197,3053414,User_197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
198,245709,User_198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
199,3052211,User_199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
200,2968477,User_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
201,3052484,User_201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
202,2351001,User_202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
203,3053376,User_203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
204,443311,User_204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
205,3053354,User_205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
206,2702560,User_206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
207,1311119,User_207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
208,1345762,User_208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,honor,,N,N,,enrolled
